0.46	-3.83414	0.27527	-5.05688	0.27957	-5.41933	0.20382
0.48	-3.78613	0.27399	-5.01207	0.27732	-5.37555	0.20408
0.5	-3.73663	0.27322	-4.96587	0.2782	-5.33733	0.20152
0.52	-3.69239	0.27124	-4.91869	0.27553	-5.29336	0.20119
0.54	-3.6484	0.26905	-4.88128	0.27348	-5.25485	0.20318
0.56	-3.60079	0.26859	-4.83573	0.27066	-5.20772	0.20751
0.58	-3.55905	0.26626	-4.79506	0.26592	-5.1659	0.20213
0.6	-3.51543	0.26519	-4.75279	0.26322	-5.1254	0.20355
0.62	-3.471	0.2636	-4.71093	0.26025	-5.07781	0.20311
0.64	-3.42676	0.26257	-4.66469	0.2574	-5.03689	0.20465
0.66	-3.38209	0.26196	-4.62176	0.25709	-4.99355	0.20553
0.68	-3.33863	0.25968	-4.57671	0.25486	-4.94954	0.20244
0.7	-3.29332	0.25712	-4.53396	0.25389	-4.90596	0.20331
0.72	-3.24982	0.25531	-4.48801	0.25081	-4.86727	0.20228
0.74	-3.20673	0.25227	-4.44156	0.25007	-4.81699	0.2012
0.76	-3.16022	0.24832	-4.4002	0.24753	-4.77423	0.20158
0.78	-3.11206	0.24645	-4.36035	0.24529	-4.73197	0.20467
0.8	-3.06357	0.24336	-4.31624	0.24237	-4.68234	0.20436
0.82	-3.01301	0.24031	-4.2634	0.24286	-4.63288	0.20508
0.84	-2.95963	0.23812	-4.22342	0.23949	-4.58683	0.20648
0.86	-2.90605	0.23438	-4.1749	0.23891	-4.53311	0.20814
0.88	-2.85391	0.23085	-4.12895	0.24024	-4.48224	0.2113
0.9	-2.79591	0.22674	-4.08314	0.23339	-4.43971	0.21326
0.92	-2.74711	0.22507	-4.03491	0.23338	-4.39128	0.21682
0.94	-2.6932	0.22283	-3.98361	0.23251	-4.34237	0.21905
0.96	-2.62946	0.21816	-3.93427	0.23142	-4.29776	0.21672
0.98	-2.56985	0.21969	-3.88184	0.22955	-4.24845	0.21918
1	-2.50751	0.21673	-3.83731	0.23216	-4.19732	0.21836
0.98	-2.55572	0.21839	-3.87631	0.228	-4.23396	0.21665
0.96	-2.60867	0.22178	-3.93675	0.22785	-4.2878	0.21262
0.94	-2.66152	0.22504	-3.99512	0.22773	-4.33543	0.21548
0.92	-2.71221	0.22954	-4.04717	0.22826	-4.3885	0.2109
0.9	-2.76112	0.23261	-4.10413	0.2292	-4.44525	0.20813
0.88	-2.81363	0.23638	-4.15404	0.22973	-4.49165	0.20939
0.86	-2.86794	0.24036	-4.20835	0.23233	-4.53853	0.20964
0.84	-2.9183	0.24455	-4.2632	0.23478	-4.59243	0.20674
0.82	-2.96682	0.24796	-4.31315	0.23301	-4.64167	0.20615
0.8	-3.01818	0.25228	-4.36123	0.23346	-4.68794	0.20554
0.78	-3.06523	0.25527	-4.4109	0.2352	-4.73437	0.20605
0.76	-3.11227	0.25761	-4.46285	0.23659	-4.78249	0.20695
0.74	-3.15832	0.26111	-4.50813	0.23692	-4.83002	0.20624
0.72	-3.2041	0.26344	-4.55721	0.2392	-4.87539	0.20599
0.7	-3.24912	0.26587	-4.60743	0.24087	-4.92489	0.20659
0.68	-3.2985	0.26774	-4.6515	0.24277	-4.97445	0.20681
0.66	-3.34133	0.26965	-4.69587	0.24626	-5.0188	0.2062
0.64	-3.39093	0.27175	-4.74292	0.24851	-5.06694	0.20806
0.62	-3.43388	0.27335	-4.78709	0.24967	-5.11386	0.2077
0.6	-3.48084	0.27493	-4.83524	0.25221	-5.1614	0.20982
0.58	-3.52803	0.27565	-4.88202	0.25388	-5.2099	0.20992
0.56	-3.57601	0.2769	-4.93125	0.2584	-5.25905	0.20932
0.54	-3.6206	0.27842	-4.97723	0.26455	-5.30799	0.2086
0.52	-3.66777	0.27975	-5.02225	0.26313	-5.35695	0.21167
0.5	-3.71587	0.28068	-5.06901	0.26176	-5.40338	0.2122
0.48	-3.76356	0.28139	-5.11183	0.26928	-5.45463	0.21258
0.46	-3.81321	0.28259	-5.16524	0.26778	-5.50647	0.21278
0.44	-3.86129	0.28294	-5.21495	0.2728	-5.55736	0.21307
0.42	-3.91134	0.28373	-5.25517	0.26962	-5.61619	0.21478
0.4	-3.96433	0.28401	-5.30455	0.27271	-5.66929	0.21401
0.38	-4.01567	0.28471	-5.3529	0.27397	-5.72521	0.21601
0.36	-4.06918	0.28487	-5.40301	0.27726	-5.77961	0.21484
0.34	-4.12653	0.28551	-5.45439	0.27925	-5.83757	0.21849
0.32	-4.18394	0.28567	-5.50971	0.284	-5.90103	0.22315
0.3	-4.24089	0.28442	-5.56271	0.2868	-5.95988	0.22092
0.28	-4.29886	0.28411	-5.61551	0.28736	-6.0358	0.23578
0.26	-4.36177	0.28369	-5.67469	0.29185	-6.0989	0.22853
0.24	-4.42768	0.28296	-5.74075	0.29999	-6.16906	0.23198
0.22	-4.48882	0.28177	-5.80431	0.30689	-6.25509	0.23779
0.2	-4.56051	0.28245	-5.88178	0.31775	-6.35321	0.24599
0.18	-4.63473	0.28096	-5.94891	0.31768	-6.45916	0.27253
0.16	-4.7123	0.28223	-6.01471	0.31763	-6.59108	0.3045
0.14	-4.79351	0.27856	-6.09565	0.32577	-6.68533	0.2964
0.12	-4.8846	0.27882	-6.1957	0.33778	-6.81731	0.32014
0.1	-4.98036	0.27847	-6.29026	0.35742	-6.89659	0.29663
0.08	-5.09644	0.27787	-6.40614	0.36556	-6.99738	0.2906
0.06	-5.2315	0.28005	-6.49326	0.34553	-7.07377	0.27231
0.04	-5.40133	0.27723	-6.63031	0.34626	-7.1296	0.2378
0.02	-5.6606	0.28012	-6.80318	0.32537	-7.18158	0.21111
0	-6.3024	0.29457	-7.15953	0.27795	-7.23179	0.1922
-0.02	-5.98255	0.27367	-6.95979	0.2309	-6.93298	0.11355
-0.04	-5.58421	0.26997	-6.65186	0.25655	-6.76219	0.11559
-0.06	-5.38097	0.26587	-6.45383	0.24747	-6.64588	0.12219
-0.08	-5.24352	0.26886	-6.33692	0.25048	-6.54196	0.12323
-0.1	-5.11607	0.27649	-6.2283	0.24542	-6.45449	0.1297
-0.12	-5.02838	0.27561	-6.13185	0.24659	-6.37507	0.12983
-0.14	-4.93992	0.27729	-6.05632	0.24324	-6.29038	0.13089
-0.16	-4.86048	0.27986	-5.98288	0.24373	-6.20439	0.13404
-0.18	-4.79034	0.28105	-5.91321	0.23932	-6.12951	0.1357
-0.2	-4.7214	0.28038	-5.84444	0.23524	-6.04794	0.1383
-0.22	-4.64892	0.28007	-5.77278	0.23249	-5.96843	0.13983
-0.24	-4.5925	0.28031	-5.70422	0.22778	-5.87923	0.13627
-0.26	-4.53765	0.2812	-5.64284	0.22276	-5.79516	0.13634
-0.28	-4.48686	0.28733	-5.56779	0.21438	-5.70967	0.1363
-0.3	-4.42591	0.27956	-5.49018	0.2092	-5.61946	0.13857
-0.32	-4.37541	0.2784	-5.41448	0.20165	-5.52881	0.14036
-0.34	-4.31699	0.27705	-5.35609	0.19918	-5.44069	0.14039
-0.36	-4.27053	0.27567	-5.26326	0.19143	-5.34817	0.1419
-0.38	-4.21455	0.27395	-5.18548	0.18598	-5.25611	0.14452
-0.4	-4.15542	0.27003	-5.10128	0.18256	-5.17616	0.14496
-0.42	-4.11354	0.2756	-5.01548	0.17554	-5.12229	0.15204
-0.44	-4.04979	0.27094	-4.93067	0.17305	-5.02589	0.1403
-0.46	-3.97917	0.25825	-4.85522	0.17749	-4.92432	0.14646
-0.48	-3.93456	0.25932	-4.76066	0.17193	-4.82425	0.16113
-0.5	-3.86411	0.25015	-4.71197	0.19115	-4.73787	0.17231
-0.52	-3.80341	0.24437	-4.61586	0.18096	-4.63809	0.17948
-0.54	-3.7445	0.23977	-4.53926	0.20083	-4.54414	0.19596
-0.56	-3.68968	0.24062	-4.44319	0.19716	-4.41711	0.1874
-0.58	-3.62267	0.23252	-4.32733	0.18064	-4.34837	0.21662
-0.6	-3.56041	0.22696	-4.21527	0.17037	-4.25854	0.21232
-0.62	-3.4966	0.22145	-4.13026	0.17872	-4.16517	0.22106
-0.64	-3.43779	0.21907	-4.02245	0.17859	-4.04786	0.21557
-0.66	-3.37163	0.21181	-3.91069	0.16993	-3.93998	0.21086
-0.68	-3.30725	0.20614	-3.81113	0.16757	-3.83146	0.20844
-0.7	-3.23962	0.20127	-3.70637	0.15493	-3.72347	0.20364
-0.72	-3.17665	0.19703	-3.60632	0.1585	-3.62845	0.20267
-0.74	-3.10822	0.19126	-3.51582	0.15456	-3.53077	0.19728
-0.76	-3.03949	0.19052	-3.41826	0.1499	-3.44024	0.19602
-0.78	-2.96886	0.18328	-3.32605	0.14819	-3.35193	0.19679
-0.8	-2.89966	0.18006	-3.23678	0.14654	-3.27048	0.19852
-0.82	-2.82886	0.17571	-3.1528	0.14647	-3.1878	0.20052
-0.84	-2.76068	0.17289	-3.06938	0.14598	-3.11025	0.20368
-0.86	-2.69295	0.17132	-2.98373	0.14681	-3.02857	0.20526
-0.88	-2.62398	0.16873	-2.90032	0.14508	-2.94871	0.20627
-0.9	-2.55685	0.16697	-2.8209	0.1456	-2.86312	0.2033
-0.92	-2.48625	0.16864	-2.74227	0.14665	-2.78646	0.20309
-0.94	-2.41665	0.16815	-2.66578	0.14694	-2.71372	0.20358
-0.96	-2.34984	0.16772	-2.59043	0.14689	-2.64076	0.20268
-0.98	-2.28174	0.16657	-2.51593	0.14659	-2.56704	0.2
